"UNIT","GEO","TIME","DAYSWEEK","SEX","ACL00","Value","Flag and Footnotes"
"Participation rate (%)","Austria","2010","All days of the week","Total","Shopping and services","45.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Childcare, except teaching, reading and talking","17.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Teaching, reading and talking with child","19.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Household management and help family member","11.4",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Leisure, social and associative life","97.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Organisational work","2.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Informal help to other households","3.2",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Participatory activities","4.6",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Visiting and feasts","29.1",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Other social life","39.0",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Entertainment and culture","4.3",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Resting","18.4",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Walking and hiking","17.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","16.8",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Computer games","3.3",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Computing","15.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Hobbies and games except computing and computer games","15.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Reading books","7.1",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Reading, except books","34.8",""
"Participation rate (%)","Austria","2010","All days of the week","Total","TV and video","79.0",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Radio and music","3.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Unspecified leisure ","0.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Travel except travel related to jobs","81.3",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Travel to/from work","39.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Travel related to study","3.0",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Travel related to shopping and services","27.1",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Transporting a child","9.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Travel related to other household purposes","5.4",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Travel related to leisure, social and associative life","35.3",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Unspecified travel","3.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Unspecified time use","9.3",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Personal care","100",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Sleep","100",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Eating","99.4",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Other and/or unspecified personal care","98.7",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","42.8",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Main and second job and related travel","41.8",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Activities related to employment and unspecified employment","5.2",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Study","4.0",""
"Participation rate (%)","Poland","2010","All days of the week","Total","School and university except homework","1.8",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Homework","2.3",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Free time study","1.0",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Household and family care","92.3",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Food management except dish washing","72.8",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Dish washing","46.5",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Cleaning dwelling","42.2",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Household upkeep except cleaning dwelling","29.7",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Laundry","13.3",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Ironing","8.0",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1.9",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Gardening; other pet care","9.8",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Tending domestic animals","2.6",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Caring for pets","5.2",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Walking the dog","9.4",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Construction and repairs ","4.5",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Shopping and services","48.0",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Childcare, except teaching, reading and talking","20.2",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Teaching, reading and talking with child","20.5",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Household management and help family member","5.9",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Leisure, social and associative life","98.1",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Organisational work","0.4",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Informal help to other households","7.7",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Participatory activities","14.9",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Visiting and feasts","26.6",""
"Participation rate (%)","Poland","2010","All days of the week","Total","Other social life","34.3",""
